ResponseId,MainBranch,AISelect,ConvertedCompYearly,WorkExp,YearsCode,Age,DevType,Country,OrgSize,EdLevel,RemoteWork,Employment,treat,log_salary
11394,I am a developer by profession,"Yes, I use AI tools daily",162000.0,10.0,16.0,25-34 years old,"Developer, back-end",United States of America,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.99535161421452
11395,I am a developer by profession,"No, but I plan to soon",139600.0,30.0,38.0,55-64 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,0,11.84653646931041
11396,I am a developer by profession,"No, and I don't plan to",43505.0,6.0,16.0,25-34 years old,"Developer, full-stack",France,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,10.680631153000125
11402,I am a developer by profession,"Yes, I use AI tools daily",300000.0,12.0,16.0,35-44 years old,"Developer, back-end",United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.611537753638338
11405,I am a developer by profession,"Yes, I use AI tools daily",145000.0,10.0,17.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.884489021402711
11406,I am a developer by profession,"Yes, I use AI tools daily",173590.0,20.0,40.0,45-54 years old,"Developer, full-stack",Switzerland,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,12.064451475862596
11408,I am a developer by profession,"No, and I don't plan to",140000.0,19.0,23.0,35-44 years old,"Developer, back-end",United States of America,20 to 99 employees,Some college/university study without earning a degree,Remote,Employed,0,11.84939770159144
11409,I am a developer by profession,"Yes, I use AI tools daily",360000.0,20.0,30.0,45-54 years old,AI/ML engineer,United States of America,20 to 99 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,1,12.793859310432293
11413,I am a developer by profession,"No, and I don't plan to",76825.0,22.0,25.0,35-44 years old,Applied scientist,Canada,I don’t know,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.249285386998686
11419,I am a developer by profession,"No, and I don't plan to",100629.0,13.0,13.0,35-44 years old,"Developer, full-stack",Sweden,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,11.519195765483587
11420,I am a developer by profession,"Yes, I use AI tools daily",116015.0,20.0,20.0,25-34 years old,"Senior executive (C-suite, VP, etc.)",Bosnia and Herzegovina,"1,000 to 4,999 employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.661474772073467
11422,I am a developer by profession,"Yes, I use AI tools daily",75877.0,23.0,27.0,35-44 years old,"Developer, full-stack",Canada,"Just me - I am a freelancer, sole proprietor, etc.",Some college/university study without earning a degree,Remote,"Independent contractor, freelancer, or self-employed",1,11.236868887157732
11426,I am a developer by profession,"Yes, I use AI tools daily",100683.0,31.0,35.0,45-54 years old,"Architect, software or solutions",Canada,20 to 99 employees,Some college/university study without earning a degree,Remote,Employed,1,11.51973224618315
11428,I am a developer by profession,"Yes, I use AI tools daily",71689.0,10.0,12.0,25-34 years old,"Developer, back-end",Georgia,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.180092597802776
11431,I am a developer by profession,"Yes, I use AI tools daily",100.0,1.0,4.0,18-24 years old,"Developer, front-end",Syrian Arab Republic,Less than 20 employees,Some college/university study without earning a degree,In-person,Employed,1,4.605170185988092
11436,I am a developer by profession,"Yes, I use AI tools daily",55687.0,2.0,6.0,18-24 years old,"Developer, full-stack",France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.927502005497212
11439,I am a developer by profession,"Yes, I use AI tools daily",23742.0,3.0,9.0,18-24 years old,"Developer, back-end",Poland,100 to 499 employees,Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.075000910613479
11441,I am a developer by profession,"Yes, I use AI tools daily",250000.0,7.0,12.0,25-34 years old,"Developer, full-stack",United States of America,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.429216196844383
11444,I am a developer by profession,"Yes, I use AI tools daily",57833.0,7.0,10.0,25-34 years old,"Developer, full-stack",Hungary,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.96531482599557
11445,I am a developer by profession,"Yes, I use AI tools daily",108913.0,40.0,42.0,55-64 years old,"Developer, back-end",United Kingdom of Great Britain and Northern Ireland,Less than 20 employees,Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.598304677370276
11447,I am a developer by profession,"Yes, I use AI tools daily",58007.0,3.0,5.0,18-24 years old,"Developer, full-stack",Germany,Less than 20 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.968318971901319
11449,I am a developer by profession,"Yes, I use AI tools daily",55748.0,7.0,8.0,25-34 years old,"Developer, back-end",Bulgaria,100 to 499 employees,"Associate degree (A.A., A.S., etc.)",Remote,Employed,1,10.9285968142394
11450,I am a developer by profession,"Yes, I use AI tools daily",5267.0,2.0,6.0,18-24 years old,"Developer, full-stack",Pakistan,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,8.569216219483389
11455,I am a developer by profession,"No, and I don't plan to",142949.0,16.0,30.0,35-44 years old,"Developer, back-end",United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.870243202273034
11457,I am a developer by profession,"Yes, I use AI tools daily",11043.0,2.0,10.0,18-24 years old,"Developer, back-end",India,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,9.30955202204713
11460,I am a developer by profession,"No, and I don't plan to",49122.0,6.0,12.0,25-34 years old,"Developer, front-end",Poland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,10.802062278604502
11464,I am a developer by profession,"Yes, I use AI tools daily",4882.0,3.0,8.0,25-34 years old,"Developer, desktop or enterprise applications",India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,8.493310250952906
11466,I am a developer by profession,"No, but I plan to soon",130000.0,21.0,35.0,45-54 years old,Engineering manager,United States of America,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,11.77528972943772
11471,I am a developer by profession,"Yes, I use AI tools daily",41515.0,15.0,20.0,35-44 years old,"Developer, full-stack",Bulgaria,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.633810086696132
11472,I am a developer by profession,"No, but I plan to soon",70208.0,25.0,25.0,35-44 years old,"Founder, technology or otherwise",Czech Republic,Less than 20 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.159217543634902
11474,I am a developer by profession,"Yes, I use AI tools daily",6500.0,5.0,4.0,25-34 years old,"Architect, software or solutions",Costa Rica,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,8.779557455883728
11482,I am a developer by profession,"No, but I plan to soon",132300.0,10.0,15.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.792827350103048
11483,I am a developer by profession,"No, and I don't plan to",33840.0,13.0,23.0,35-44 years old,"Developer, full-stack",Poland,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,10.429398813720159
11490,I am a developer by profession,"Yes, I use AI tools daily",160000.0,25.0,25.0,55-64 years old,Data or business analyst,United States of America,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"Independent contractor, freelancer, or self-employed",1,11.982929094215963
11494,I am a developer by profession,"No, but I plan to soon",81210.0,7.0,12.0,25-34 years old,"Developer, back-end",Germany,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.304793671276457
11499,I am a developer by profession,"Yes, I use AI tools daily",82000.0,5.0,12.0,25-34 years old,"Developer, full-stack",Brazil,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.314474526246391
11500,I am a developer by profession,"No, but I plan to soon",250000.0,15.0,24.0,35-44 years old,Financial analyst or engineer,United States of America,"10,000 or more employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,12.429216196844383
11507,I am a developer by profession,"No, and I don't plan to",66128.0,15.0,25.0,35-44 years old,"Developer, mobile",Portugal,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.099347536751514
11508,I am a developer by profession,"No, and I don't plan to",125000.0,1.0,4.0,18-24 years old,"Architect, software or solutions",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.736069016284437
11519,I am a developer by profession,"Yes, I use AI tools daily",55139.0,15.0,15.0,35-44 years old,"Developer, back-end",Romania,"1,000 to 4,999 employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.917612548758637
11520,I am a developer by profession,"Yes, I use AI tools daily",42111.0,9.0,16.0,25-34 years old,Cloud infrastructure engineer,Mexico,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.648064268202436
11522,I am a developer by profession,"No, but I plan to soon",115000.0,7.0,10.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.652687407345388
11524,I am a developer by profession,"Yes, I use AI tools daily",46406.0,16.0,18.0,35-44 years old,"Developer, back-end",Spain,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.745184040199312
11525,I am a developer by profession,"No, but I plan to soon",102972.0,15.0,25.0,35-44 years old,"Developer, game or graphics",Czech Republic,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.542212385595121
11534,I am a developer by profession,"Yes, I use AI tools daily",96851.0,25.0,30.0,45-54 years old,"Developer, full-stack",Norway,"1,000 to 4,999 employees",Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",Employed,1,11.480928994027062
11535,I am a developer by profession,"Yes, I use AI tools daily",35733.0,2.0,5.0,25-34 years old,Data engineer,Spain,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.48382991054901
11539,I am a developer by profession,"Yes, I use AI tools daily",135000.0,11.0,14.0,35-44 years old,"Developer, full-stack",United States of America,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.813030057420567
11540,I am a developer by profession,"Yes, I use AI tools daily",150000.0,8.0,20.0,35-44 years old,"Developer, full-stack",United States of America,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.918390573078392
11550,I am a developer by profession,"Yes, I use AI tools daily",87982.0,14.0,16.0,35-44 years old,"Developer, front-end",Republic of Moldova,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.384887527083524
11554,I am a developer by profession,"Yes, I use AI tools daily",99533.0,16.0,12.0,35-44 years old,"Developer, full-stack",Denmark,100 to 499 employees,"Associate degree (A.A., A.S., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.508244526451687
11558,I am a developer by profession,"No, and I don't plan to",78000.0,16.0,24.0,35-44 years old,Academic researcher,United States of America,Less than 20 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",In-person,Employed,0,11.26446410567173
11563,I am a developer by profession,"No, and I don't plan to",90000.0,20.0,30.0,45-54 years old,"Developer, full-stack",United States of America,20 to 99 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",In-person,Employed,0,11.407564949312402
11569,I am a developer by profession,"No, and I don't plan to",69310.0,28.0,28.0,45-54 years old,"Developer, full-stack",Canada,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.14634447491203
